Application Number,Voucher Number,Child Age (at time of Application),Gender,Has your child played sport before?,Participation Activity,Club Name,Club Suburb/Town,Club Local Government Area Name,Club State Electoral District  Name,Parent Suburb/Town,Total Payment
2000011686,B9NSISSA,9,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Wellington Point,150
2000011903,8S0MCRDO,10,,No,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Alexandra Hills,150
2000006000,8G3YBB3J,10,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Capalaba,150
2000006294,XRGCRRO7,10,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Capalaba,150
2000006646,7X1PKXYJ,10,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Cleveland,150
2000007595,0I8L413N,10,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Victoria Point,150
2000007852,7LLX0V0O,10,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Mount Cotton,150
2000009854,ARUWBV7I,10,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Redland Bay,150
2000011361,EN3J1D2Z,10,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Lamb Island,150
2000011570,EUHNGQDD,10,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Wellington Point,150
2000012741,8HMUDRTY,10,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Birkdale,150
2000003583,SQAYB0FM,11,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Redland Bay,150
2000005130,UTFVWOBT,11,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Thornlands,150
2000005160,U4H2TYVE,11,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Redland Bay,150
2000007552,5QZXCBZC,11,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Mount Cotton,150
2000007583,HGMDCV47,11,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Redland Bay,150
2000012655,8E92TBZX,11,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Wellington Point,150
2000005147,JMVKHZK3,12,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Victoria Point,150
2000007041,LZSBXOYA,12,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Thornlands,150
2000012315,0RSHY24H,12,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Victoria Point,150
2000012419,Z7WS97MG,12,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Cleveland,150
2000011905,X6V4BIIV,13,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Alexandra Hills,150
2000010356,3SDEA53V,14,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Macleay Island,150
2000011123,F9SF7N4J,14,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Macleay Island,150
2000006295,MRZW3JGQ,15,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Capalaba,150
2000009541,MNFLGPDT,15,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Mount Cotton,150
2000010441,GX7QXABH,15,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Victoria Point,150
2000013400,UJZLSQ7N,15,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Victoria Point,150
2000006835,887FP3YI,15,,Yes,Rugby League,Wests (Brisbane) Junior Rugby League Football Club,Bardon,Brisbane (C),Mount Coot-tha,Keperra,150
2000010676,J4TDEZVB,16,,Yes,Rugby League,Redlands Junior Rugby League Club Inc,Thornlands,Redland (C),Cleveland,Victoria Point,150
2000013426,7XNH5A1P,6,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum,150
2000003264,L3GT421I,8,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Manly West,150
2000003281,1399XYRD,8,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Manly West,150
2000008377,VO5V2YXL,8,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum,150
2000008886,DFBFNZLO,8,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Crestmead,150
2000009461,T9XZFN11,8,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Lota,150
2000007060,SZ0JWUEB,9,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Manly West,150
2000007124,RBKIVO62,9,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum,150
2000009558,YJ7XQJLP,9,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Manly West,150
2000010277,Y7LTMH59,9,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Manly West,150
2000012936,1R9C7IOV,9,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum,150
2000013382,ZC1EJH7T,9,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum,150
2000002215,7V8N4OQ3,10,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Seven Hills,150
2000011759,YG45VMJ5,10,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Alexandra Hills,150
2000008554,6X1UI6VF,10,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum West,150
2000008579,25ULXAHH,10,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum West,150
2000008742,31WCO6A2,10,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum West,150
2000008755,1WT1LAJ5,10,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum West,150
2000008822,50TKP326,10,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Manly West,150
2000008867,0R9S22NB,10,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Crestmead,150
2000008899,LVM7MWTI,10,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Lota,150
2000012483,ZCQQESPO,10,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Capalaba,150
2000012927,UAESQMUO,10,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum,150
2000013224,G5O5WUUJ,10,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum West,150
2000012545,L31AZ80S,11,,No,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Capalaba,150
2000000211,ENEG6OY6,11,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Carina Heights,150
2000007111,TOMNC81S,11,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum,150
2000008376,EL6IMYBJ,11,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum,150
2000000136,OWTHKHZ8,12,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Carina Heights,150
2000000358,UVBBPDEZ,12,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Mount Gravatt East,150
2000003233,GHE8F68M,12,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Carina,150
2000008194,YEAX7GGA,12,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Mansfield,150
2000008531,3J6ZCHKC,12,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Holland Park,150
2000007092,LAKFCPX6,12,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum,150
2000008549,45IM8YTH,12,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum West,150
2000013605,JX9G5WUA,12,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum,150
2000005787,Q8RQYAM1,13,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Belmont,150
2000013024,CO8VN0TK,13,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Parkinson,150
2000012692,7WA5SPNW,13,,Yes,Rugby League,Dayboro and Districts Junior Rugby League Sports Club,Dayboro,Moreton Bay (R),Pine Rivers,Ocean View,150
2000012492,IVUDKV91,13,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Capalaba,150
2000003254,5MJOKFK7,14,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Manly West,150
2000004667,GW26E7KD,14,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Manly West,150
2000008589,SU9O1AHJ,14,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum West,150
2000012310,4CN1W3JM,14,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Manly West,150
2000013122,7SJS5JVJ,14,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum West,150
2000013603,64F14JOB,14,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum,150
2000003432,NUUIUM3C,15,,No,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Carina,150
2000013015,5ZB3YPQM,15,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Parkinson,150
2000004034,WGKYJMZX,16,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Carina,150
2000004108,CHY78BPX,16,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Carina,150
2000008430,QZHG8HXA,16,,Yes,Rugby League,Wynnum Manly Junior Rugby League Football Club Limited,Wynnum,Brisbane (C),Lytton,Wynnum,150
2000009527,TKL8DXLH,17,,Yes,Rugby League,Carina Junior Rugby League Football Club Inc,Carina,Brisbane (C),Chatsworth,Runcorn,150
2000009180,YIXE968K,12,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Loganlea,150
2000012045,XSSZGAN4,15,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Springwood,150
2000001964,TXH0RI6P,5,,No,Rugby League,Browns Plains Rugby League Football Club Inc,Browns Plains,Logan (C),Logan,Browns Plains,150
2000012417,PLFLVJL5,5,,No,Rugby League,Browns Plains Rugby League Football Club Inc,Browns Plains,Logan (C),Logan,Boronia Heights,150
2000009675,BGCADUKC,6,,Yes,Rugby League,Browns Plains Rugby League Football Club Inc,Browns Plains,Logan (C),Logan,Browns Plains,150
2000013328,SIWIU3E3,7,,No,Rugby League,Browns Plains Rugby League Football Club Inc,Browns Plains,Logan (C),Logan,New Beith,150
2000012430,QRND5AOO,8,,No,Rugby League,Browns Plains Rugby League Football Club Inc,Browns Plains,Logan (C),Logan,Boronia Heights,150
2000001947,MMJGP5A0,9,,Yes,Rugby League,Browns Plains Rugby League Football Club Inc,Browns Plains,Logan (C),Logan,Browns Plains,150
2000012431,GUBOYYIJ,11,,No,Rugby League,Browns Plains Rugby League Football Club Inc,Browns Plains,Logan (C),Logan,Boronia Heights,150
2000012068,ALYO16FL,16,,Yes,Rugby League,Easts Springwood Junior Rugby League Football Club,Springwood,Logan (C),Springwood,Daisy Hill,150
2000006491,E7GYJV3R,8,,Yes,Rugby Union,Springfield Lakes Junior Rugby Union Inc,Springfield Lakes,Ipswich (C),Bundamba,Springfield,20
2000008450,6YUI1Q2W,5,,Yes,Rugby Union,Southern Bay Cyclones Junior Rugby Union Club Inc,Redland Bay,Redland (C),Redlands,Cleveland,100
2000006605,U0DS9BO9,9,,Yes,Rugby Union,North Ward Junior Rugby Club Inc,Kirwan,Townsville (C),Mundingburra,Mount Low,100
2000008019,JYPH5J05,10,,Yes,Rugby Union,North Ward Junior Rugby Club Inc,Kirwan,Townsville (C),Mundingburra,Belgian Gardens,100
2000006886,ODEWIUDW,11,,Yes,Rugby Union,North Ward Junior Rugby Club Inc,Kirwan,Townsville (C),Mundingburra,Belgian Gardens,100
2000006603,SETZGABD,14,,Yes,Rugby Union,North Ward Junior Rugby Club Inc,Kirwan,Townsville (C),Mundingburra,Mount Low,100
2000004727,YCCIJSUB,5,,No,Rugby Union,Coomera Crushers Junior Rugby Union Club Inc,Coomera,Gold Coast (C),Coomera,Regents Park,120
2000008626,S5QVFO9T,6,,No,Rugby Union,Goodna Rugby Union Club Inc,Goodna,Ipswich (C),Bundamba,Redbank Plains,120
2000008637,JVBMKE9D,6,,No,Rugby Union,Goodna Rugby Union Club Inc,Goodna,Ipswich (C),Bundamba,Redbank Plains,120
2000004713,V09PDCKQ,6,,Yes,Rugby Union,Coomera Crushers Junior Rugby Union Club Inc,Coomera,Gold Coast (C),Coomera,Regents Park,120
2000006677,QLBYKR3R,6,,Yes,Rugby Union,Coomera Crushers Junior Rugby Union Club Inc,Coomera,Gold Coast (C),Coomera,Arundel,120
2000005470,31AV32Q0,9,,Yes,Rugby Union,Western Suburbs Rugby Union Club Inc,Kirwan,Townsville (C),Thuringowa,Kirwan,130
2000006225,5P2IC9O5,5,,No,Rugby Union,USQ Saints Rugby Club Inc,Toowoomba,Toowoomba (R),Toowoomba North,Newtown,135
2000012293,NZFEYTY1,9,,Yes,Rugby Union,USQ Saints Rugby Club Inc,Toowoomba,Toowoomba (R),Toowoomba North,Toowoomba,135
2000000622,PTQLEDUA,5,,No,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Forest Lake,150
2000011068,CDY6BZ39,5,,No,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Forest Lake,150
2000012678,XVD2FLHH,5,,No,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Forest Lake,150
2000011402,TUJ2A6UL,6,,Yes,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Inala,150
2000011811,UNWC7YZ6,6,,Yes,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Jindalee,150
2000012384,MF53B17Y,6,,Yes,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Forest Lake,150
2000007230,70RQ7L3D,7,,No,Rugby Union,Palm Beach Currumbin Rugby Union Club Inc,Currumbin Waters,Gold Coast (C),Currumbin,Elanora,150
2000004432,AZJUOSZ2,7,,Yes,Rugby Union,Teachers West Rugby Union Football Club Incorporated,Currajong,Townsville (C),Townsville,Wulguru,150
2000013404,FBKAP8P9,7,,Yes,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Forestdale,150
2000010463,YCTVRUPU,8,,No,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Forest Lake,150
2000000455,7T8FXXK0,8,,Yes,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Forest Lake,150
2000006358,JBN7A7OH,9,,Yes,Rugby Union,Colleges Rugby Union Club Incorporated,Benowa,Gold Coast (C),Surfers Paradise,Ashmore,150
2000013046,ENOQWPLK,9,,Yes,Rugby Union,Colleges Rugby Union Club Incorporated,Benowa,Gold Coast (C),Surfers Paradise,Varsity Lakes,150
2000008640,VOJKF78C,9,,Yes,Rugby Union,Palm Beach Currumbin Rugby Union Club Inc,Currumbin Waters,Gold Coast (C),Currumbin,Elanora,150
2000013415,2KI4ND1Z,9,,Yes,Rugby Union,Palm Beach Currumbin Rugby Union Club Inc,Currumbin Waters,Gold Coast (C),Currumbin,Currumbin Waters,150
2000004427,83ECIRMF,9,,Yes,Rugby Union,Teachers West Rugby Union Football Club Incorporated,Currajong,Townsville (C),Townsville,Wulguru,150
2000013402,IE4EPI2I,9,,Yes,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Forestdale,150
2000004418,UOO8SR1C,10,,Yes,Rugby Union,Teachers West Rugby Union Football Club Incorporated,Currajong,Townsville (C),Townsville,Wulguru,150
2000011386,F1YPOG3Q,10,,Yes,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Inala,150
2000008629,60VVKFTS,11,,Yes,Rugby Union,Palm Beach Currumbin Rugby Union Club Inc,Currumbin Waters,Gold Coast (C),Currumbin,Elanora,150
2000011333,T9WRU741,11,,Yes,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Inala,150
2000011938,2DBR83EH,11,,Yes,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Goodna,150
2000010593,CAFZETMJ,12,,Yes,Rugby Union,Nerang Bulls Rugby Union Club,Nerang,Gold Coast (C),Gaven,Nerang,150
2000008638,RTVLJ4KJ,13,,Yes,Rugby Union,Goodna Rugby Union Club Inc,Goodna,Ipswich (C),Bundamba,Redbank Plains,150
2000007218,09SR8I96,13,,Yes,Rugby Union,Palm Beach Currumbin Rugby Union Club Inc,Currumbin Waters,Gold Coast (C),Currumbin,Elanora,150
2000004766,GV8ZDP97,13,,Yes,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Forest Lake,150
2000004768,0IHCEWJV,13,,Yes,Rugby Union,The Lakes Junior Rugby Union Club Inc,Forest Lake,Brisbane (C),Algester,Forest Lake,150
2000005862,FBN962I6,14,,Yes,Rugby Union,Nerang Bulls Rugby Union Club,Nerang,Gold Coast (C),Gaven,Mermaid Waters,150
2000001346,XDE3XP4K,15,,Yes,Rugby Union,Palm Beach Currumbin Rugby Union Club Inc,Currumbin Waters,Gold Coast (C),Currumbin,Arundel,150
2000001850,3QF3O7W3,15,,Yes,Rugby Union,Palm Beach Currumbin Rugby Union Club Inc,Currumbin Waters,Gold Coast (C),Currumbin,Coolangatta,150
2000013043,ZE0EWPFV,16,,Yes,Rugby Union,Colleges Rugby Union Club Incorporated,Benowa,Gold Coast (C),Surfers Paradise,Varsity Lakes,150
2000001819,XIPHQHP3,16,,Yes,Rugby Union,Palm Beach Currumbin Rugby Union Club Inc,Currumbin Waters,Gold Coast (C),Currumbin,Coolangatta,150
2000010361,Z5FY1EB7,6,,Yes,Rugby Union,Maleny Junior Rugby Union Inc,Witta,Sunshine Coast (R),Glass House,Mapleton,150
2000008048,N0YXRW5H,5,,No,Rugby Union,Pine Rivers Pumas Rugby Union Club Inc,Bray Park,Moreton Bay (R),Pine Rivers,Warner,150
2000001193,JLGBZTRN,11,,Yes,Rugby Union,Beaudesert Rugby Union Football Club Inc Warriors,Gleneagle,Scenic Rim (R),Beaudesert,Veresdale,150
2000005580,WDNY8XWJ,11,,Yes,Rugby Union,Beaudesert Rugby Union Football Club Inc Warriors,Gleneagle,Scenic Rim (R),Beaudesert,Cedar Grove,150
2000005570,9VRM6VRB,12,,Yes,Rugby Union,Beaudesert Rugby Union Football Club Inc Warriors,Gleneagle,Scenic Rim (R),Beaudesert,Cedar Grove,150
2000008746,DKXL3X94,12,,Yes,Rugby Union,Teachers West Rugby Union Football Club Incorporated,Currajong,Townsville (C),Townsville,Railway Estate,150
2000001241,TSGH9C6D,13,,Yes,Rugby Union,Beaudesert Rugby Union Football Club Inc Warriors,Gleneagle,Scenic Rim (R),Beaudesert,Veresdale,150
2000004478,15GCTZV7,5,,No,Rugby Union,Brothers Rugby Club Sunshine Coast Inc,Bokarina,Sunshine Coast (R),Kawana,Parrearra,150
2000003275,GZ4ESI6E,6,,No,Rugby Union,Kenmore Districts Rugby Club Inc,Chapel Hill,Brisbane (C),Moggill,Indooroopilly,150
2000001430,J14MPOHG,6,,Yes,Rugby Union,Brothers Rugby Club Sunshine Coast Inc,Bokarina,Sunshine Coast (R),Kawana,Dicky Beach,150
2000006281,LPRYWSMA,8,,No,Rugby Union,Brothers Rugby Club Sunshine Coast Inc,Bokarina,Sunshine Coast (R),Kawana,Mooloolaba,150
2000006292,KLP4B1V8,11,,Yes,Rugby Union,Brothers Rugby Club Sunshine Coast Inc,Bokarina,Sunshine Coast (R),Kawana,Mooloolaba,150
2000006279,6QO6RY6T,13,,Yes,Rugby Union,Brothers Rugby Club Sunshine Coast Inc,Bokarina,Sunshine Coast (R),Kawana,Mooloolaba,150
2000006018,LHJTZBN2,6,,Yes,Rugby Union,Helensvale Rugby Union Club Inc,Helensvale,Gold Coast (C),Coomera,Upper Coomera,150
2000013407,16LW57KR,6,,Yes,Rugby Union,Helensvale Rugby Union Club Inc,Helensvale,Gold Coast (C),Coomera,Pacific Pines,150
2000013126,CI9L4BR1,5,,No,Rugby Union,Gold Coast Rugby Union Football Club Inc,Southport,Gold Coast (C),Southport,Labrador,150
2000004914,1642I6JP,6,,Yes,Rugby Union,Gold Coast Rugby Union Football Club Inc,Southport,Gold Coast (C),Southport,Hillcrest,150
2000009933,PK5FJRUW,7,,Yes,Rugby Union,Gold Coast Rugby Union Football Club Inc,Southport,Gold Coast (C),Southport,Arundel,150
2000005137,SEHEJ2X1,10,,Yes,Rugby Union,Toowoomba Bears Rugby Club Inc,Toowoomba,Toowoomba (R),Toowoomba North,Toowoomba,150
2000005133,HKO7DWEL,11,,Yes,Rugby Union,Toowoomba Bears Rugby Club Inc,Toowoomba,Toowoomba (R),Toowoomba North,Toowoomba,150
2000004687,BQN645NX,8,,Yes,Rugby Union,Coomera Crushers Junior Rugby Union Club Inc,Coomera,Gold Coast (C),Coomera,Regents Park,150
2000007380,CW57Q5WY,8,,Yes,Rugby Union,Coomera Crushers Junior Rugby Union Club Inc,Coomera,Gold Coast (C),Coomera,Upper Coomera,150
